player_id,saison,goals,assists
41355,2016,23.0,6.0
41355,2024,16.0,2.0
41384,2009,1.0,0.0
41384,2012,5.0,9.0
41384,2016,7.0,6.0
41384,2018,20.0,7.0
41384,2020,3.0,0.0
41384,2023,7.0,3.0
41384,2024,7.0,3.0
41583,2024,0.0,2.0
41912,2024,0.0,0.0
42072,2016,4.0,4.0
42072,2024,3.0,2.0
42205,2024,0.0,0.0
42412,2024,0.0,1.0
42460,2008,8.0,2.0
42460,2010,22.0,10.0
42460,2011,9.0,6.0
42460,2014,7.0,9.0
42460,2024,0.0,2.0
42547,2024,0.0,2.0
42710,2024,3.0,4.0
42717,2024,0.0,0.0
42735,2010,2.0,8.0
42735,2013,6.0,7.0
42735,2015,16.0,8.0
42735,2016,0.0,3.0
42735,2019,1.0,1.0
42735,2024,1.0,7.0
42913,2012,3.0,0.0
42913,2014,2.0,3.0
42913,2015,0.0,2.0
42942,2024,0.0,0.0
43010,2014,5.0,1.0
43010,2024,0.0,1.0
43217,2024,0.0,0.0
43250,2024,3.0,2.0
43512,2024,0.0,2.0
43530,2013,10.0,6.0
43530,2024,0.0,1.0
43824,2024,0.0,0.0
43858,2024,0.0,0.0
44058,2024,0.0,0.0
44059,2024,3.0,1.0
44062,2024,0.0,0.0
44162,2007,4.0,2.0
44162,2010,4.0,3.0
44162,2015,12.0,11.0
44162,2019,3.0,8.0
44466,2009,1.0,2.0
44466,2015,1.0,2.0
44466,2018,1.0,1.0
44466,2024,0.0,0.0
44720,2024,0.0,0.0
44726,2012,12.0,2.0
44726,2024,0.0,0.0
44996,2024,0.0,2.0
45026,2024,0.0,0.0
45146,2009,11.0,8.0
45146,2011,17.0,2.0
45146,2013,18.0,8.0
45146,2021,19.0,6.0
45146,2024,7.0,1.0
45228,2008,4.0,0.0
45228,2010,7.0,11.0
45228,2024,0.0,0.0
45314,2024,1.0,0.0
45320,2009,10.0,19.0
45320,2013,11.0,26.0
45320,2014,4.0,11.0
45320,2024,17.0,14.0
45333,2008,6.0,4.0
45333,2012,3.0,2.0
45333,2018,0.0,0.0
45403,2015,12.0,3.0
45403,2016,6.0,3.0
45403,2024,5.0,0.0
45601,2024,0.0,0.0
45660,2024,3.0,3.0
45666,2024,2.0,1.0
45671,2009,10.0,0.0
45671,2016,24.0,4.0
45671,2024,6.0,7.0
45672,2024,0.0,0.0
45683,2024,1.0,0.0
45717,2007,,
45717,2008,23.0,6.0
45858,2010,8.0,4.0
45858,2014,3.0,3.0
